,dataset,samples,features,regressor,time,acc_score,ll_score,model
286,Hill_Valley_with_noise,1212,100,HistGradientBoostingClassifier,1.381999254,0.594059406,0.747028174,
287,Hill_Valley_without_noise,1212,100,HistGradientBoostingClassifier,1.383002043,0.590759076,0.76751114,
288,adult,48842,14,HistGradientBoostingClassifier,0.612999439,0.872164442,0.283194815,
289,agaricus_lepiota,8145,22,HistGradientBoostingClassifier,0.594998837,1,2.68E-05,
290,chess,3196,36,HistGradientBoostingClassifier,0.616999626,0.993742178,0.023098884,
291,churn,5000,20,HistGradientBoostingClassifier,0.583998442,0.956,0.167005441,
292,clean2,6598,168,HistGradientBoostingClassifier,0.361001492,1,1.12E-05,
293,coil2000,9822,85,HistGradientBoostingClassifier,1.32999897,0.93281759,0.232464517,
294,credit_g,1000,20,HistGradientBoostingClassifier,0.406001091,0.772,0.492817994,
295,dis,3772,29,HistGradientBoostingClassifier,0.599999905,0.991516437,0.033549228,
296,flare,1066,10,HistGradientBoostingClassifier,0.298000574,0.823970037,0.463847733,
297,german,1000,20,HistGradientBoostingClassifier,0.38099885,0.816,0.50834255,
298,hypothyroid,3163,25,HistGradientBoostingClassifier,0.541000843,0.983565107,0.056976774,
299,kr_vs_kp,3196,36,HistGradientBoostingClassifier,0.635999441,0.994993742,0.018656598,
300,magic,19020,10,HistGradientBoostingClassifier,0.450000286,0.879705573,0.295028908,
301,mofn_3_7_10,1324,10,HistGradientBoostingClassifier,0.316999912,1,0.017081462,
302,mushroom,8124,22,HistGradientBoostingClassifier,0.362003326,1,2.58E-05,
303,parity5+5,1124,10,HistGradientBoostingClassifier,0.296000719,0.231316726,1.02621279,
304,phoneme,5404,5,HistGradientBoostingClassifier,0.30800128,0.89415248,0.248749075,
305,ring,7400,20,HistGradientBoostingClassifier,0.558998585,0.963243243,0.097121104,
306,spambase,4601,57,HistGradientBoostingClassifier,0.987999678,0.965247611,0.109100685,
307,twonorm,7400,20,HistGradientBoostingClassifier,0.593000412,0.969189189,0.078437646,
308,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,KNeighborsClassifier,0.00099802,0.4825,1.745150208,
309,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,KNeighborsClassifier,0.000992775,0.5375,1.068782734,
310,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,KNeighborsClassifier,0,0.5925,1.542280432,
311,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,KNeighborsClassifier,0,0.54,1.972224087,
312,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,KNeighborsClassifier,0.001000404,0.545,2.017459349,
313,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,KNeighborsClassifier,0,0.56,2.011612538,
314,Hill_Valley_with_noise,1212,100,KNeighborsClassifier,0.001025438,0.504950495,2.147082707,
315,Hill_Valley_without_noise,1212,100,KNeighborsClassifier,0.001000404,0.504950495,2.69999632,
316,adult,48842,14,KNeighborsClassifier,0.13703084,0.778068954,2.247886291,
317,agaricus_lepiota,8145,22,KNeighborsClassifier,0,0.999509082,0.002611736,
318,chess,3196,36,KNeighborsClassifier,0,0.971214018,0.243017252,
319,churn,5000,20,KNeighborsClassifier,0.000998735,0.8592,2.25864226,
320,clean2,6598,168,KNeighborsClassifier,0.002001762,0.980606061,0.099357622,
321,coil2000,9822,85,KNeighborsClassifier,0.000973463,0.93485342,1.247932316,
322,credit_g,1000,20,KNeighborsClassifier,0,0.676,1.711617713,
323,dis,3772,29,KNeighborsClassifier,0,0.989395546,0.063395241,
324,flare,1066,10,KNeighborsClassifier,0.00200057,0.831460674,1.645556496,
325,german,1000,20,KNeighborsClassifier,0.001000166,0.632,2.015596301,
326,hypothyroid,3163,25,KNeighborsClassifier,0.001001835,0.983565107,0.217140618,
327,kr_vs_kp,3196,36,KNeighborsClassifier,0,0.947434293,0.182127004,
328,magic,19020,10,KNeighborsClassifier,0.023985147,0.807570978,1.856888228,
329,mofn_3_7_10,1324,10,KNeighborsClassifier,0.001995564,0.839879154,0.600360168,
330,mushroom,8124,22,KNeighborsClassifier,0.001000404,1,0.00069099,
331,parity5+5,1124,10,KNeighborsClassifier,0.000990391,0.501779359,0.744065102,
332,phoneme,5404,5,KNeighborsClassifier,0.004032612,0.881569208,0.825718328,
333,ring,7400,20,KNeighborsClassifier,0.001023769,0.694054054,4.49938148,
334,spambase,4601,57,KNeighborsClassifier,0.001001596,0.800173762,1.276544289,
335,twonorm,7400,20,KNeighborsClassifier,0.001000404,0.969189189,0.195249631,
336,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,LinearDiscriminantAnalysis,0.803030968,0.49,11.15648277,
337,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,LinearDiscriminantAnalysis,0.004999638,0.5325,0.698938686,
338,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,LinearDiscriminantAnalysis,0.006999493,0.5075,0.713358598,
339,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,LinearDiscriminantAnalysis,0.004998207,0.4725,0.710973111,
340,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,LinearDiscriminantAnalysis,0.003000259,0.4725,0.707081783,
341,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,LinearDiscriminantAnalysis,0.002999544,0.48,0.707683824,
342,Hill_Valley_with_noise,1212,100,LinearDiscriminantAnalysis,0.032000542,0.716171617,0.621993451,
343,Hill_Valley_without_noise,1212,100,LinearDiscriminantAnalysis,0.031999588,0.709570957,0.687093942,
344,adult,48842,14,LinearDiscriminantAnalysis,0.023032904,0.812218492,0.405890345,
345,agaricus_lepiota,8145,22,LinearDiscriminantAnalysis,0.010997534,0.941089838,0.319919233,
346,chess,3196,36,LinearDiscriminantAnalysis,0.007999897,0.938673342,0.179283747,
347,churn,5000,20,LinearDiscriminantAnalysis,0.006000519,0.852,0.327489821,
348,clean2,6598,168,LinearDiscriminantAnalysis,0.095000505,1,2.10E-12,
349,coil2000,9822,85,LinearDiscriminantAnalysis,0.048971653,0.934039088,0.217054024,
350,credit_g,1000,20,LinearDiscriminantAnalysis,0.004999638,0.744,0.530185247,
351,dis,3772,29,LinearDiscriminantAnalysis,0.006997824,0.985153765,0.072683572,
352,flare,1066,10,LinearDiscriminantAnalysis,0.000999928,0.857677903,0.370747387,
353,german,1000,20,LinearDiscriminantAnalysis,0.0039711,0.768,0.517154827,
354,hypothyroid,3163,25,LinearDiscriminantAnalysis,0.004998446,0.950695322,0.126736517,
355,kr_vs_kp,3196,36,LinearDiscriminantAnalysis,0.007000446,0.944931164,0.15719626,
356,magic,19020,10,LinearDiscriminantAnalysis,0.008998871,0.777076761,0.474977225,
357,mofn_3_7_10,1324,10,LinearDiscriminantAnalysis,0.002001524,1,0.0944598,
358,mushroom,8124,22,LinearDiscriminantAnalysis,0.009960175,0.94239291,0.265001614,
359,parity5+5,1124,10,LinearDiscriminantAnalysis,0.001000643,0.430604982,0.705319737,
360,phoneme,5404,5,LinearDiscriminantAnalysis,0.002027273,0.756476684,0.48451466,
361,ring,7400,20,LinearDiscriminantAnalysis,0.008999348,0.768108108,0.515330544,
362,spambase,4601,57,LinearDiscriminantAnalysis,0.021998405,0.887923545,0.331683385,
363,twonorm,7400,20,LinearDiscriminantAnalysis,0.007998228,0.978378378,0.057621147,
364,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,LinearSVC,0.521987915,0.475,,
365,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,LinearSVC,0.025999546,0.5275,,
366,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,LinearSVC,0.024034023,0.505,,
367,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,LinearSVC,0.022999287,0.4725,,
368,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,LinearSVC,0.021000147,0.4725,,
369,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,LinearSVC,0.026001215,0.4825,,
370,Hill_Valley_with_noise,1212,100,LinearSVC,0.071969271,0.96039604,,
371,Hill_Valley_without_noise,1212,100,LinearSVC,0.049999952,1,,
372,adult,48842,14,LinearSVC,2.498808622,0.791663254,,
373,agaricus_lepiota,8145,22,LinearSVC,0.234783411,0.942562592,,
374,chess,3196,36,LinearSVC,0.009999752,0.964956195,,
375,churn,5000,20,LinearSVC,0.206998587,0.8016,,
376,clean2,6598,168,LinearSVC,0.449998856,1,,
377,coil2000,9822,85,LinearSVC,0.691999674,0.939739414,,
378,credit_g,1000,20,LinearSVC,0.039000511,0.724,,
379,dis,3772,29,LinearSVC,0.108999729,0.985153765,,
380,flare,1066,10,LinearSVC,0.026999474,0.857677903,,
381,german,1000,20,LinearSVC,0.038998842,0.7,,
382,hypothyroid,3163,25,LinearSVC,0.086000443,0.962073325,,
383,kr_vs_kp,3196,36,LinearSVC,0.00999999,0.968710889,,
384,magic,19020,10,LinearSVC,0.576998949,0.646898002,,
385,mofn_3_7_10,1324,10,LinearSVC,0.002998352,1,,
386,mushroom,8124,22,LinearSVC,0.253999949,0.94534712,,
387,parity5+5,1124,10,LinearSVC,0.005999088,0.427046263,,
388,phoneme,5404,5,LinearSVC,0.032999039,0.745373797,,
389,ring,7400,20,LinearSVC,0.332000732,0.698378378,,
390,spambase,4601,57,LinearSVC,0.159998655,0.842745439,,
391,twonorm,7400,20,LinearSVC,0.04599905,0.978378378,,
392,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,LogisticRegression,0.062999964,0.4825,3.122367357,
393,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,LogisticRegression,0.011998653,0.5325,0.698835286,
394,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,LogisticRegression,0.013999939,0.5075,0.712839273,
395,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,LogisticRegression,0.012999058,0.475,0.71068584,
396,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,LogisticRegression,0.010999203,0.4725,0.706723403,
397,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,LogisticRegression,0.010999203,0.48,0.707474581,
398,Hill_Valley_with_noise,1212,100,LogisticRegression,0.044998884,0.933993399,1.080753555,
399,Hill_Valley_without_noise,1212,100,LogisticRegression,0.079999924,1,0.055279858,
400,adult,48842,14,LogisticRegression,0.203999758,0.783473917,0.480652255,
401,agaricus_lepiota,8145,22,LogisticRegression,0.058999538,0.949435444,0.167070707,
402,chess,3196,36,LogisticRegression,0.023997545,0.959949937,0.132533607,
403,churn,5000,20,LogisticRegression,0.045999289,0.8576,0.372584793,
404,clean2,6598,168,LogisticRegression,0.074999571,1,0.000192406,
405,coil2000,9822,85,LogisticRegression,0.088998079,0.938517915,0.205289971,
406,credit_g,1000,20,LogisticRegression,0.04100132,0.736,0.530135379,
407,dis,3772,29,LogisticRegression,0.04500103,0.985153765,0.070782967,
408,flare,1066,10,LogisticRegression,0.012999058,0.857677903,0.367325949,
409,german,1000,20,LogisticRegression,0.042001247,0.764,0.507326122,
410,hypothyroid,3163,25,LogisticRegression,0.042000055,0.96460177,0.123757834,
411,kr_vs_kp,3196,36,LogisticRegression,0.025999308,0.964956195,0.114496522,
412,magic,19020,10,LogisticRegression,0.07999897,0.780651945,0.462434219,
413,mofn_3_7_10,1324,10,LogisticRegression,0.012000561,1,0.05998346,
414,mushroom,8124,22,LogisticRegression,0.057998896,0.948301329,0.171589648,
415,parity5+5,1124,10,LogisticRegression,0.004999161,0.427046263,0.705080509,
416,phoneme,5404,5,LogisticRegression,0.010999203,0.742413027,0.476426456,
417,ring,7400,20,LogisticRegression,0.018999577,0.765945946,0.51450187,
418,spambase,4601,57,LogisticRegression,0.050998926,0.926151173,0.268011211,
419,twonorm,7400,20,LogisticRegression,0.012999058,0.979459459,0.05791663,
420,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,LogisticRegressionCV,2.182130098,0.475,8.343159904,
421,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,LogisticRegressionCV,0.357000351,0.4775,0.693921191,
422,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,LogisticRegressionCV,0.347001314,0.48,0.694739431,
423,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,LogisticRegressionCV,0.327996969,0.4825,0.697093044,
424,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,LogisticRegressionCV,0.348997116,0.4775,0.693974717,
425,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,LogisticRegressionCV,0.362000942,0.4975,0.704240913,
426,Hill_Valley_with_noise,1212,100,LogisticRegressionCV,4.027998924,0.943894389,0.719420144,
427,Hill_Valley_without_noise,1212,100,LogisticRegressionCV,2.340999842,1,0.034438695,
428,adult,48842,14,LogisticRegressionCV,1.136831522,0.793546802,0.485800066,
429,agaricus_lepiota,8145,22,LogisticRegressionCV,2.133378983,0.970054001,0.128386003,
430,chess,3196,36,LogisticRegressionCV,1.11400032,0.967459324,0.102316323,
431,churn,5000,20,LogisticRegressionCV,2.229921341,0.864,0.335696576,
432,clean2,6598,168,LogisticRegressionCV,2.714977026,1,0.002813269,
433,coil2000,9822,85,LogisticRegressionCV,3.169978857,0.939739414,0.21449634,
434,credit_g,1000,20,LogisticRegressionCV,0.761997223,0.744,0.523756306,
435,dis,3772,29,LogisticRegressionCV,1.845997572,0.985153765,0.071952446,
436,flare,1066,10,LogisticRegressionCV,0.30800128,0.853932584,0.417939894,
437,german,1000,20,LogisticRegressionCV,0.869970798,0.76,0.514060046,
438,hypothyroid,3163,25,LogisticRegressionCV,1.910773039,0.96460177,0.112510611,
439,kr_vs_kp,3196,36,LogisticRegressionCV,1.179997444,0.97747184,0.068146839,
440,magic,19020,10,LogisticRegressionCV,1.74237895,0.784016824,0.46996539,
441,mofn_3_7_10,1324,10,LogisticRegressionCV,0.223997355,1,0.109460379,
442,mushroom,8124,22,LogisticRegressionCV,2.205052853,0.960610537,0.163425503,
443,parity5+5,1124,10,LogisticRegressionCV,0.193029165,0.46975089,0.693737979,
444,phoneme,5404,5,LogisticRegressionCV,0.326019287,0.742413027,0.476436746,
445,ring,7400,20,LogisticRegressionCV,0.322983503,0.765945946,0.514504474,
446,spambase,4601,57,LogisticRegressionCV,2.269001722,0.931364031,0.238335003,
447,twonorm,7400,20,LogisticRegressionCV,0.31999898,0.978918919,0.424876103,
448,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,MLPClassifier,2.348077774,0.4625,1.931652469,
449,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,MLPClassifier,0.981998682,0.6,0.694199157,
450,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,MLPClassifier,0.960999727,0.6975,0.666776091,
451,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,MLPClassifier,0.962000132,0.5075,0.793733284,
452,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,MLPClassifier,0.985999107,0.645,0.742741261,
453,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,MLPClassifier,0.951000452,0.6575,0.679809369,
454,Hill_Valley_with_noise,1212,100,MLPClassifier,0.272999287,0.498349835,9.444876572,
455,Hill_Valley_without_noise,1212,100,MLPClassifier,0.142999172,0.471947195,8.178793149,
456,adult,48842,14,MLPClassifier,4.714000225,0.75661289,5.966837187,
457,agaricus_lepiota,8145,22,MLPClassifier,2.123000145,0.999509082,0.003356338,
458,chess,3196,36,MLPClassifier,1.731499434,0.989987484,0.02806147,
459,churn,5000,20,MLPClassifier,0.332998514,0.8672,0.530664899,
460,clean2,6598,168,MLPClassifier,1.372000217,0.995757576,0.015413993,
461,coil2000,9822,85,MLPClassifier,6.552283287,0.91490228,0.408223882,
462,credit_g,1000,20,MLPClassifier,0.080000162,0.412,2.370963718,
463,dis,3772,29,MLPClassifier,1.162001133,0.98621421,0.041426938,
464,flare,1066,10,MLPClassifier,0.488000631,0.835205993,0.391669508,
465,german,1000,20,MLPClassifier,0.088999271,0.48,2.316611828,
466,hypothyroid,3163,25,MLPClassifier,0.734999657,0.982300885,0.090027367,
467,kr_vs_kp,3196,36,MLPClassifier,1.85199976,0.994993742,0.01069754,
468,magic,19020,10,MLPClassifier,6.872999907,0.839747634,0.372469398,
469,mofn_3_7_10,1324,10,MLPClassifier,0.631991863,1,0.012258908,
470,mushroom,8124,22,MLPClassifier,1.791137457,1,0.001320712,
471,parity5+5,1124,10,MLPClassifier,0.587999821,0.889679715,0.463557538,
472,phoneme,5404,5,MLPClassifier,2.435000181,0.852701702,0.331764662,
473,ring,7400,20,MLPClassifier,2.566999912,0.782162162,5.689917975,
474,spambase,4601,57,MLPClassifier,0.956999302,0.894874023,0.335946942,
475,twonorm,7400,20,MLPClassifier,4.28900075,0.971891892,0.106609361,
476,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,MultinomialNB,0.008000851,0.47,0.974538857,
477,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,MultinomialNB,0,0.5225,0.696808182,
478,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,MultinomialNB,0.000986338,0.4825,0.704303543,
479,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,MultinomialNB,0.000997782,0.5,0.700893389,
480,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,MultinomialNB,0.000997066,0.4725,0.703216752,
481,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,MultinomialNB,0.001000166,0.505,0.699543046,
482,Hill_Valley_with_noise,1212,100,MultinomialNB,0.00100112,0.785478548,3.164506943,
483,Hill_Valley_without_noise,1212,100,MultinomialNB,0.000999928,0.821782178,2.834289145,
484,adult,48842,14,MultinomialNB,0.004999638,0.784620424,7.753839347,
485,agaricus_lepiota,8145,22,MultinomialNB,0.002001047,0.806578301,0.672663928,
486,chess,3196,36,MultinomialNB,0.000998974,0.881101377,0.330117151,
487,churn,5000,20,MultinomialNB,0.00100112,0.6048,4.769634016,
488,coil2000,9822,85,MultinomialNB,0.00399828,0.76465798,1.2185126,
489,credit_g,1000,20,MultinomialNB,0.000999212,0.656,4.63129024,
490,dis,3772,29,MultinomialNB,0.002035618,0.65747614,4.571909765,
491,flare,1066,10,MultinomialNB,0,0.868913858,0.391146603,
492,german,1000,20,MultinomialNB,0.000997305,0.656,4.128698611,
493,hypothyroid,3163,25,MultinomialNB,0.00100112,0.694058154,5.384315127,
494,kr_vs_kp,3196,36,MultinomialNB,0.00200057,0.832290363,0.354530352,
495,mofn_3_7_10,1324,10,MultinomialNB,0.000971556,0.773413897,0.458026165,
496,mushroom,8124,22,MultinomialNB,0.000999689,0.823239783,0.546915944,
497,parity5+5,1124,10,MultinomialNB,0,0.43772242,0.69861076,
498,spambase,4601,57,MultinomialNB,0.002000093,0.790616855,2.434153599,
499,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,NearestCentroid,0.003975868,0.4475,,
500,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,NearestCentroid,0.001000881,0.5125,,
501,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,NearestCentroid,0,0.495,,
502,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,NearestCentroid,0.000998497,0.4775,,
503,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,NearestCentroid,0,0.4825,,
504,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,NearestCentroid,0,0.4975,,
505,Hill_Valley_with_noise,1212,100,NearestCentroid,0.001000643,0.501650165,,
506,Hill_Valley_without_noise,1212,100,NearestCentroid,0.000999451,0.524752475,,
507,adult,48842,14,NearestCentroid,0.004999638,0.483907952,,
508,agaricus_lepiota,8145,22,NearestCentroid,0.000999928,0.775650466,,
509,chess,3196,36,NearestCentroid,0.000999689,0.863579474,,
510,churn,5000,20,NearestCentroid,0.001000404,0.5176,,
511,clean2,6598,168,NearestCentroid,0.004000187,0.606060606,,
512,coil2000,9822,85,NearestCentroid,0.003000975,0.651872964,,
513,credit_g,1000,20,NearestCentroid,0,0.64,,
514,dis,3772,29,NearestCentroid,0.001000166,0.556733828,,
515,flare,1066,10,NearestCentroid,0,0.707865169,,
516,german,1000,20,NearestCentroid,0.001000404,0.656,,
517,hypothyroid,3163,25,NearestCentroid,0.000999928,0.614412137,,
518,kr_vs_kp,3196,36,NearestCentroid,0,0.818523154,,
519,magic,19020,10,NearestCentroid,0.001000643,0.693165089,,
520,mofn_3_7_10,1324,10,NearestCentroid,0.001000166,0.972809668,,
521,mushroom,8124,22,NearestCentroid,0.001026869,0.8183161,,
522,parity5+5,1124,10,NearestCentroid,0,0.412811388,,
523,phoneme,5404,5,NearestCentroid,0.001001596,0.712805329,,
524,ring,7400,20,NearestCentroid,0.001000404,0.772432432,,
525,spambase,4601,57,NearestCentroid,0.002002239,0.658557776,,
526,twonorm,7400,20,NearestCentroid,0.000999928,0.979459459,,
527,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,NuSVC,0.343022108,0.46,,
528,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,NuSVC,0.071999788,0.5625,,
529,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,NuSVC,0.066999197,0.655,,
530,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,NuSVC,0.069510937,0.545,,
531,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,NuSVC,0.06400156,0.585,,
532,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,NuSVC,0.064001322,0.655,,
533,Hill_Valley_with_noise,1212,100,NuSVC,0.103997946,0.699669967,,
534,Hill_Valley_without_noise,1212,100,NuSVC,0.095999956,0.673267327,,
535,agaricus_lepiota,8145,22,NuSVC,1.041999578,0.887088856,,
536,chess,3196,36,NuSVC,0.17599535,0.942428035,,
537,credit_g,1000,20,NuSVC,0.014999628,0.516,,
538,german,1000,20,NuSVC,0.019999743,0.66,,
539,kr_vs_kp,3196,36,NuSVC,0.164999723,0.944931164,,
540,magic,19020,10,NuSVC,5.367001295,0.79873817,,
541,mushroom,8124,22,NuSVC,1.027999401,0.892171344,,
542,parity5+5,1124,10,NuSVC,0.082119703,0.772241993,,
543,phoneme,5404,5,NuSVC,0.270000219,0.77350111,,
544,ring,7400,20,NuSVC,0.83300066,0.975135135,,
545,spambase,4601,57,NuSVC,0.548006773,0.835794961,,
546,twonorm,7400,20,NuSVC,0.832000494,0.978918919,,
547,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,PassiveAggressiveClassifier,0.379196167,0.48,,
548,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,PassiveAggressiveClassifier,0.004999161,0.52,,
549,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,PassiveAggressiveClassifier,0.006998301,0.475,,
550,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,PassiveAggressiveClassifier,0.004000902,0.485,,
551,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,PassiveAggressiveClassifier,0.003998995,0.4575,,
552,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,PassiveAggressiveClassifier,0.004001379,0.5,,
553,Hill_Valley_with_noise,1212,100,PassiveAggressiveClassifier,0.009999514,0.933993399,,
554,Hill_Valley_without_noise,1212,100,PassiveAggressiveClassifier,0.012997389,0.831683168,,
555,adult,48842,14,PassiveAggressiveClassifier,0.045972586,0.779952502,,
556,agaricus_lepiota,8145,22,PassiveAggressiveClassifier,0.017966509,0.910652921,,
557,chess,3196,36,PassiveAggressiveClassifier,0.006996393,0.96620776,,
558,churn,5000,20,PassiveAggressiveClassifier,0.012000084,0.856,,
559,clean2,6598,168,PassiveAggressiveClassifier,0.121969461,0.999393939,,
560,coil2000,9822,85,PassiveAggressiveClassifier,0.021998405,0.939332248,,
561,credit_g,1000,20,PassiveAggressiveClassifier,0.006999731,0.712,,
562,dis,3772,29,PassiveAggressiveClassifier,0.007000446,0.985153765,,
563,flare,1066,10,PassiveAggressiveClassifier,0.004999161,0.846441948,,
564,german,1000,20,PassiveAggressiveClassifier,0.007998943,0.672,,
565,hypothyroid,3163,25,PassiveAggressiveClassifier,0.015002489,0.957016435,,
566,kr_vs_kp,3196,36,PassiveAggressiveClassifier,0.014999866,0.914893617,,
567,magic,19020,10,PassiveAggressiveClassifier,0.030999899,0.701366982,,
568,mofn_3_7_10,1324,10,PassiveAggressiveClassifier,0.003999949,1,,
569,mushroom,8124,22,PassiveAggressiveClassifier,0.017998219,0.84736583,,
570,parity5+5,1124,10,PassiveAggressiveClassifier,0.005000591,0.491103203,,
571,phoneme,5404,5,PassiveAggressiveClassifier,0.008998871,0.714285714,,
572,ring,7400,20,PassiveAggressiveClassifier,0.008997917,0.689189189,,
573,spambase,4601,57,PassiveAggressiveClassifier,0.01399827,0.693310165,,
574,twonorm,7400,20,PassiveAggressiveClassifier,0.010998964,0.968108108,,
575,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,Perceptron,0.099076748,0.4725,,
576,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,Perceptron,0.005880833,0.505,,
577,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,Perceptron,0.008344412,0.4775,,
578,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,Perceptron,0.005000591,0.4725,,
579,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,Perceptron,0.007997751,0.5025,,
580,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,Perceptron,0.003999949,0.5,,
581,Hill_Valley_with_noise,1212,100,Perceptron,0.00599885,0.881188119,,
582,Hill_Valley_without_noise,1212,100,Perceptron,0.009999275,0.841584158,,
583,adult,48842,14,Perceptron,0.046999931,0.777823274,,
584,agaricus_lepiota,8145,22,Perceptron,0.010031462,0.912125675,,
585,chess,3196,36,Perceptron,0.009998083,0.921151439,,
586,churn,5000,20,Perceptron,0.007000685,0.2416,,
587,clean2,6598,168,Perceptron,0.056998491,0.988484848,,
588,coil2000,9822,85,Perceptron,0.016973495,0.866449511,,
589,credit_g,1000,20,Perceptron,0.004977465,0.712,,
590,dis,3772,29,Perceptron,0.004999876,0.985153765,,
591,flare,1066,10,Perceptron,0.005001307,0.857677903,,
592,german,1000,20,Perceptron,0.006000757,0.328,,
