algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
RILSROLS,feynman_I_34_8,0.001,Feynman,0.0,1.0,3.96602821370003e-15,0.0
RILSROLS,feynman_I_37_4,0.0,Feynman,0.0,1.0,1.9335430594400698e-15,0.0
RILSROLS,feynman_I_37_4,0.001,Feynman,0.0,1.0,0.0008924147721343132,7.964038084063461e-07
RILSROLS,feynman_I_38_12,0.0,Feynman,90.0,1.0,1.975047382174369e-08,4.440892098500625e-16
RILSROLS,feynman_I_38_12,0.001,Feynman,0.0,1.0,6.104957111080783e-05,3.727050217055098e-09
RILSROLS,feynman_I_39_1,0.0,Feynman,100.0,1.0,3.2790147117527278e-15,0.0
RILSROLS,feynman_I_39_1,0.001,Feynman,0.0,1.0,0.0020304072947531105,4.122545284869158e-06
RILSROLS,feynman_I_39_11,0.0,Feynman,100.0,1.0,1.4672893943532858e-15,0.0
RILSROLS,feynman_I_39_11,0.001,Feynman,0.0,1.0,1.4622520033071454e-15,0.0
RILSROLS,feynman_I_39_22,0.0,Feynman,100.0,1.0,4.1006482686288915e-15,0.0
RILSROLS,feynman_I_39_22,0.001,Feynman,0.0,1.0,4.104387192069763e-15,0.0
RILSROLS,feynman_I_40_1,0.0,Feynman,0.0,0.0,0.1872209829612655,0.034451373741439584
RILSROLS,feynman_I_40_1,0.001,Feynman,0.0,0.0,0.17928990138853643,0.03163903389344632
RILSROLS,feynman_I_41_16,0.0,Feynman,0.0,1.0,0.014336801261853946,0.00020552274917466545
RILSROLS,feynman_I_41_16,0.001,Feynman,0.0,0.5,0.2308560042312322,0.051922866120801006
RILSROLS,feynman_I_43_16,0.0,Feynman,100.0,1.0,3.935116217159641e-15,0.0
RILSROLS,feynman_I_43_16,0.001,Feynman,0.0,1.0,3.958284675010716e-15,0.0
RILSROLS,feynman_I_43_31,0.0,Feynman,100.0,1.0,8.056392599304249e-15,0.0
RILSROLS,feynman_I_43_31,0.001,Feynman,0.0,1.0,8.081487500647001e-15,0.0
RILSROLS,feynman_I_43_43,0.0,Feynman,100.0,1.0,7.104693430022608e-16,0.0
RILSROLS,feynman_I_43_43,0.001,Feynman,0.0,1.0,0.000271965641991153,7.396530758556686e-08
RILSROLS,feynman_I_44_4,0.0,Feynman,50.0,1.0,7.764120113961219e-15,0.0
RILSROLS,feynman_I_44_4,0.001,Feynman,0.0,1.0,0.0018983763823895922,3.603826395430581e-06
RILSROLS,feynman_I_47_23,0.0,Feynman,100.0,1.0,3.0474408643308357e-16,0.0
RILSROLS,feynman_I_47_23,0.001,Feynman,0.0,1.0,3.0686863645256005e-16,0.0
RILSROLS,feynman_I_48_2,0.0,Feynman,0.0,1.0,0.0013071391879194221,1.7086113968551703e-06
RILSROLS,feynman_I_48_2,0.001,Feynman,0.0,1.0,0.05553543345004879,0.0030794380284298113
RILSROLS,feynman_I_50_26,0.0,Feynman,80.0,1.0,2.5922787063908535e-15,0.0
RILSROLS,feynman_I_50_26,0.001,Feynman,0.0,0.5,0.8492533472508189,0.5430398764867675
RILSROLS,feynman_I_6_2,0.0,Feynman,0.0,1.0,0.00052218699410909,2.726792195528202e-07
