label	label2	algorithm	dataset	target_noise	data_group	symbolic_solution_rate_(%)	accuracy_solution	rmse_test	log_mse_test
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_15	0	Feynman	0	0	0.284844282724853	0.078012585662894
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_15	0.001	Feynman	0	0	0.285556616861369	0.078388338204839
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_15	0.01	Feynman	0	0	0.285550031406041	0.078384860760748
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_15	0.1	Feynman	0	0	0.285545190151331	0.078382304383748
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_16	0	Feynman	0	0	7.8840035667361	4.14563180039618
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_16	0.001	Feynman	0	0	7.87629458262648	4.14370625117205
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_16	0.01	Feynman	0	0	7.87638122089617	4.14372790180734
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_16	0.1	Feynman	0	0	7.87788253344266	4.14410303854851
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_17	0	Feynman	0	0	497.053289309917	12.4173985321598
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_17	0.001	Feynman	0	0	497.053639365771	12.4173999406781
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_17	0.01	Feynman	0	0	497.056889039995	12.4174130163311
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_17	0.1	Feynman	0	0	497.099202954592	12.4175832662293
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_18	0	Feynman	0	0	0.24919204865597	0.060244951739916
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_18	0.001	Feynman	0	0	0.24718945805459	0.059308582732831
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_18	0.01	Feynman	0	0	0.24719413080359	0.059310759834126
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_18	0.1	Feynman	0	0	0.247247337989193	0.059335552398868
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_19	0	Feynman	0	0	4.1074818473779	2.88320206846298
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_19	0.001	Feynman	0	0	4.10490695108977	2.88201813428704
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_19	0.01	Feynman	0	0	4.10494339654416	2.88203489646309
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_19	0.1	Feynman	0	0	4.1077203136121	2.88331168159763
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_2	0	Feynman	0	0	1.60914755552131	1.27797275894718
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_2	0.001	Feynman	0	0	1.60605871249174	1.27520205787708
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_2	0.01	Feynman	0	0	1.60605623621886	1.2751998357093
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_2	0.1	Feynman	0	0	1.60603432221421	1.27518017036526
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_20	0	Feynman	0	0	9.97225497177629	4.60961896768882
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_20	0.001	Feynman	0	0	10.2936386480944	4.67244555183667
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_20	0.01	Feynman	0	0	10.4770547308748	4.70744402526173
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_20	0.1	Feynman	0	0	11.9704471236026	4.97183628209804
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_3	0	Feynman	0	0	0.408473683933515	0.154308453494239
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_3	0.001	Feynman	0	0	0.408190475192823	0.154110219612877
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_3	0.01	Feynman	0	0	0.408189434964404	0.154109491678946
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_3	0.1	Feynman	0	0	0.408251535044078	0.154152950566834
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_4	0	Feynman	0	0	0.064623795494013	0.004167538678257
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_4	0.001	Feynman	0	0	0.06442372091843	0.004141826598932
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_4	0.01	Feynman	0	0	0.06463004441324	0.004168343015635
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_4	0.1	Feynman	0	0	0.064972363359337	0.004212522854186
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_5	0	Feynman	0	0	0.627284337109219	0.331808262599756
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_5	0.001	Feynman	0	0	0.626102217290551	0.330744425770299
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_5	0.01	Feynman	0	0	0.626113519728789	0.330754593139945
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_5	0.1	Feynman	0	0	0.626660150164504	0.331246422813599
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_6	0	Feynman	0	0	0.144604700504058	0.020694895192904
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_6	0.001	Feynman	0	0	0.144273288037351	0.020601113951342
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_6	0.01	Feynman	0	0	0.144271543967382	0.020600620970138
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_6	0.1	Feynman	0	0	0.144266674682315	0.020599244641617
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_7	0	Feynman	0	1	0.03772422063148	0.001422105151211
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_7	0.001	Feynman	0	1	0.037726064544693	0.001422244077271
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_7	0.01	Feynman	0	1	0.037886846176435	0.001434383892581
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_7	0.1	Feynman	0	0	0.04046900026722	0.001636400348951
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_8	0	Feynman	0	0	0.104655598628343	0.010893246885177
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_8	0.001	Feynman	0	0	0.104419752111897	0.01084447023011
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_8	0.01	Feynman	0	0	0.104418067219611	0.010844122156038
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_8	0.1	Feynman	0	0	0.104419130771656	0.010844341869676
ITEA_0_Feynman	ITEA_0	ITEA	feynman_test_9	0	Feynman	0	0	3800.5837723159	16.485819985649
ITEA_0.001_Feynman	ITEA_0.001	ITEA	feynman_test_9	0.001	Feynman	0	0	3826.31345204229	16.4993142152467
ITEA_0.01_Feynman	ITEA_0.01	ITEA	feynman_test_9	0.01	Feynman	0	0	3826.32936828818	16.4993225345922
ITEA_0.1_Feynman	ITEA_0.1	ITEA	feynman_test_9	0.1	Feynman	0	0	3826.50659661746	16.4994151686525
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_bacres1	0	Strogatz	0	1	0.022974301840191	0.000527679297832
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_bacres1	0.001	Strogatz	0	1	0.021685042822246	0.000470130553514
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_bacres1	0.01	Strogatz	0	1	0.02218509497577	0.000492057359003
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_bacres1	0.1	Strogatz	0	1	0.038652645351215	0.001492912044689
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_bacres2	0	Strogatz	0	1	0.018959037607638	0.000359380522091
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_bacres2	0.001	Strogatz	0	1	0.017187305116775	0.000295359834167
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_bacres2	0.01	Strogatz	0	1	0.017372677843045	0.000301764399981
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_bacres2	0.1	Strogatz	0	0.5	0.074742712535262	0.005570926609482
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_barmag1	0	Strogatz	0	0	0.08415005897729	0.007056278234577
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_barmag1	0.001	Strogatz	0	0	0.080349225395085	0.00643524732943
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_barmag1	0.01	Strogatz	0	0	0.080375880293035	0.006439503950863
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_barmag1	0.1	Strogatz	0	0	0.077308360306815	0.005958793646505
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_barmag2	0	Strogatz	0	0	0.084219742392438	0.007067928252517
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_barmag2	0.001	Strogatz	0	0	0.08421602734052	0.007067306911841
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_barmag2	0.01	Strogatz	0	0	0.084182911824018	0.007061769551392
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_barmag2	0.1	Strogatz	0	0	0.08388356475141	0.007011812123365
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_glider1	0	Strogatz	0	0	0.077622838592697	0.006007225507497
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_glider1	0.001	Strogatz	0	0	0.077637465975309	0.006009482955003
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_glider1	0.01	Strogatz	0	0	0.07777378427396	0.006030541198997
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_glider1	0.1	Strogatz	0	0	0.0795893371832	0.006314484208921
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_glider2	0	Strogatz	0	0	0.454702863456167	0.187934685366717
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_glider2	0.001	Strogatz	0	0	0.404399670745245	0.151466303280709
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_glider2	0.01	Strogatz	0	0	0.404390369502875	0.151459837854192
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_glider2	0.1	Strogatz	0	0	0.437067448402114	0.174816761510589
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_lv1	0	Strogatz	0	0	3.98298832462571	2.82519279433273
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_lv1	0.001	Strogatz	0	0	3.98297785637786	2.82518784954233
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_lv1	0.01	Strogatz	0	0	3.98288370018787	2.82514337332995
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_lv1	0.1	Strogatz	0	0	3.97186135914811	2.81993037689077
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_lv2	0	Strogatz	0	0	0.675990326762712	0.376354078623475
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_lv2	0.001	Strogatz	0	0	0.427993966642105	0.168204744730841
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_lv2	0.01	Strogatz	0	0	0.428537094751897	0.168597850701594
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_lv2	0.1	Strogatz	0	0	0.715103153373969	0.413018191598113
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_predprey1	0	Strogatz	0	0	0.538592791448301	0.254705933398055
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_predprey1	0.001	Strogatz	0	0	0.538617871178989	0.254726874598967
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_predprey1	0.01	Strogatz	0	0	0.538854052111932	0.254924108466315
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_predprey1	0.1	Strogatz	0	0	0.539770353961571	0.255689758671142
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_predprey2	0	Strogatz	0	0	0.366910258437662	0.126300558569304
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_predprey2	0.001	Strogatz	0	0	0.383464321086789	0.13718897037768
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_predprey2	0.01	Strogatz	0	0	0.383379346437975	0.137132159939718
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_predprey2	0.1	Strogatz	0	0	0.382561551573715	0.13658589602531
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_shearflow1	0	Strogatz	0	0	0.535005486131991	0.251716135512339
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_shearflow1	0.001	Strogatz	0	0	0.535001838621402	0.25171310116675
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_shearflow1	0.01	Strogatz	0	0	0.534969266956598	0.251686005472723
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_shearflow1	0.1	Strogatz	0	0	0.318230748727274	0.096464794285428
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_shearflow2	0	Strogatz	0	0	0.132886517001231	0.017504720895817
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_shearflow2	0.001	Strogatz	0	0	0.132890208082862	0.017505684876171
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_shearflow2	0.01	Strogatz	0	0	0.132923717033849	0.017514437414832
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_shearflow2	0.1	Strogatz	0	0	0.133287355904716	0.017609556866437
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_vdp1	0	Strogatz	0	0	1.01917801203222	0.712324033771908
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_vdp1	0.001	Strogatz	0	0	1.01917857298028	0.712324594618766
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_vdp1	0.01	Strogatz	0	0	1.0191847608456	0.712330781367341
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_vdp1	0.1	Strogatz	0	0	1.02977587310456	0.722918750858096
ITEA_0_Strogatz	ITEA_0	ITEA	strogatz_vdp2	0	Strogatz	100	1	1.07E-16	0
ITEA_0.001_Strogatz	ITEA_0.001	ITEA	strogatz_vdp2	0.001	Strogatz	100	1	1.26E-05	1.59E-10
ITEA_0.01_Strogatz	ITEA_0.01	ITEA	strogatz_vdp2	0.01	Strogatz	90	1	0.000144735892898	2.09E-08
ITEA_0.1_Strogatz	ITEA_0.1	ITEA	strogatz_vdp2	0.1	Strogatz	20	1	0.001262688536832	1.59E-06
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_10_19	0	Feynman	0	1	0.066677914357997	0.004436090249073
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_10_19	0.001	Feynman	0	1	0.060896876759526	0.003701570326874
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_10_19	0.01	Feynman	0	1	0.063346280998436	0.004004721703162
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_10_19	0.1	Feynman	0	0	2.27620152270619	1.82149517685166
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_12_43	0	Feynman	0	1	0.005302125698547	2.81E-05
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_12_43	0.001	Feynman	0	1	0.005171571065406	2.67E-05
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_12_43	0.01	Feynman	0	1	0.005354842523354	2.87E-05
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_12_43	0.1	Feynman	0	0	0.274084400481684	0.072434384031498
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_13_18	0	Feynman	0	1	3.81284261949303	2.74327375940781
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_13_18	0.001	Feynman	0	1	3.72850251590426	2.7014773814455
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_13_18	0.01	Feynman	0	1	3.59154297616983	2.6318299139167
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_13_18	0.1	Feynman	0	0	227.499744249915	10.8543175496231
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_14_14	0	Feynman	0	0.5	0.229979069108391	0.051539117787067
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_14_14	0.001	Feynman	0	1	0.120160403516293	0.014335279702555
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_14_14	0.01	Feynman	0	1	0.120912924067601	0.014514094298228
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_14_14	0.1	Feynman	0	0	5.51494761443347	3.44727425516779
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_15_12	0	Feynman	0	1	0.032198508615528	0.001036206909203
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_15_12	0.001	Feynman	0	1	0.031842035995657	0.001013401591454
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_15_12	0.01	Feynman	0	1	0.032424388688836	0.001050788709965
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_15_12	0.1	Feynman	0	0	1.54027620975752	1.21563972110456
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_15_14	0	Feynman	0	1	0.000220742890592	4.87E-08
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_15_14	0.001	Feynman	0	1	0.000143892623068	2.07E-08
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_15_14	0.01	Feynman	0	1	0.000221153843653	4.89E-08
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_15_14	0.1	Feynman	0	0	0.014369929607208	0.000206473559783
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_15_27	0	Feynman	0	1	0.017427649092969	0.000303676838429
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_15_27	0.001	Feynman	0	1	0.017041283892181	0.00029036319722
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_15_27	0.01	Feynman	0	1	0.029131355105225	0.000848275962458
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_15_27	0.1	Feynman	0	0	1.67067503682971	1.3326707427632
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_17_37	0	Feynman	0	1	0.031767840035863	0.001008686764958
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_17_37	0.001	Feynman	0	1	0.031965918142929	0.001021298220104
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_17_37	0.01	Feynman	0	1	0.031270837933644	0.000977387506251
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_17_37	0.1	Feynman	0	0	0.33254670073703	0.104888981857211
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_19_51	0	Feynman	0	0	0.225251090168832	0.049492825456823
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_19_51	0.001	Feynman	0	0	0.196445487460925	0.037864822756672
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_19_51	0.01	Feynman	0	0	0.208227746901173	0.042445119336542
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_19_51	0.1	Feynman	0	0	3.70639993640432	2.69038851358135
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_21_20	0	Feynman	0	1	0.084128041664378	0.007052599247923
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_21_20	0.001	Feynman	0	1	0.084091274813077	0.007046457800598
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_21_20	0.01	Feynman	0	1	0.084733426502201	0.007154101845009
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_21_20	0.1	Feynman	0	0	3.82583618417353	2.74964134027528
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_4_32	0	Feynman	0	1	0.087660899326726	0.007655058403588
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_4_32	0.001	Feynman	0	1	0.080777856348891	0.006503866012564
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_4_32	0.01	Feynman	0	1	0.082460020079488	0.006776641521227
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_4_32	0.1	Feynman	0	0	5.63308037870597	3.48834080571814
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_4_33	0	Feynman	0	1	0.032100935438976	0.001029939486249
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_4_33	0.001	Feynman	0	1	0.033586609650945	0.001127424565859
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_4_33	0.01	Feynman	0	1	0.033170493054965	0.001099676743341
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_4_33	0.1	Feynman	0	0	2.0143920224259	1.62092670677254
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_7_38	0	Feynman	0	1	0.287281299351871	0.079301397547037
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_7_38	0.001	Feynman	0	1	0.271483552366709	0.071113718824738
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_7_38	0.01	Feynman	0	1	0.257139969028333	0.064026793669801
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_7_38	0.1	Feynman	0	0	14.9729194803195	5.41693701998273
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_8_54	0	Feynman	0	0	0.056568803646063	0.00319492034822
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_8_54	0.001	Feynman	0	0	0.041688817027119	0.001736448964599
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_8_54	0.01	Feynman	0	0	0.035274020657731	0.001243483087712
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_8_54	0.1	Feynman	0	0	0.05231113883358	0.002732717968785
MRGP_0_Feynman	MRGP_0	MRGP	feynman_III_9_52	0	Feynman	0	1	0.255235560039319	0.063111119548765
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_III_9_52	0.001	Feynman	0	0	0.570902453861507	0.282113807266546
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_III_9_52	0.01	Feynman	0	1	0.152501576046708	0.022990414132466
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_III_9_52	0.1	Feynman	0	0	2.28548692252234	1.82832449136836
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_10_9	0	Feynman	0	1	0.001672319635512	2.80E-06
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_10_9	0.001	Feynman	0	1	0.001713946365526	2.94E-06
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_10_9	0.01	Feynman	0	1	0.001811582732663	3.28E-06
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_10_9	0.1	Feynman	0	0	0.111071711468382	0.012261445385766
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_11_20	0	Feynman	0	0	0.311764628977612	0.092758913437066
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_11_20	0.001	Feynman	0	0.5	0.185759689749777	0.033924658333456
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_11_20	0.01	Feynman	0	0.5	0.18519605966831	0.033722530151731
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_11_20	0.1	Feynman	0	0	4.49713704918223	3.05514400195379
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_11_27	0	Feynman	0	1	0.004566705620588	2.09E-05
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_11_27	0.001	Feynman	0	1	0.004516044422144	2.04E-05
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_11_27	0.01	Feynman	0	1	0.004556807927028	2.08E-05
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_11_27	0.1	Feynman	0	0	0.048689017113426	0.002367814899917
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_11_28	0	Feynman	0	1	0.001903693568324	3.62E-06
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_11_28	0.001	Feynman	0	1	0.001897692040342	3.60E-06
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_11_28	0.01	Feynman	0	1	0.002029497577208	4.12E-06
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_11_28	0.1	Feynman	0	0	0.186721918919544	0.034271055905415
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_11_3	0	Feynman	0	1	0.001007947004847	1.02E-06
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_11_3	0.001	Feynman	0	1	0.001019788026472	1.04E-06
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_11_3	0.01	Feynman	0	1	0.000995518951376	9.91E-07
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_11_3	0.1	Feynman	0	0	0.085082949642169	0.007213031746976
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_13_17	0	Feynman	0	1	0.000325595036233	1.06E-07
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_13_17	0.001	Feynman	0	1	0.000323442023003	1.05E-07
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_13_17	0.01	Feynman	0	1	0.000513960565985	2.64E-07
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_13_17	0.1	Feynman	0	0	0.015052978339947	0.000226566488778
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_13_23	0	Feynman	0	1	0.007737349206609	5.99E-05
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_13_23	0.001	Feynman	0	1	0.007769375488958	6.04E-05
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_13_23	0.01	Feynman	0	1	0.008066227930238	6.51E-05
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_13_23	0.1	Feynman	0	0	0.619393980163241	0.324724141965136
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_13_34	0	Feynman	0	1	0.014196813753588	0.000201529212378
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_13_34	0.001	Feynman	0	1	0.013710090900975	0.000187948929007
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_13_34	0.01	Feynman	0	1	0.014033499609064	0.000196919721316
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_13_34	0.1	Feynman	0	0	1.00755200652176	0.700699115701722
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_15_4	0	Feynman	0	1	0.032499859387094	0.001055683430289
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_15_4	0.001	Feynman	0	1	0.033624490390478	0.001129967699988
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_15_4	0.01	Feynman	0	1	0.033463383507487	0.001119171529612
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_15_4	0.1	Feynman	0	0.5	0.166202231267146	0.027248545047581
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_15_5	0	Feynman	0	1	0.034558118879789	0.001193551015031
MRGP_0.001_Feynman	MRGP_0.001	MRGP	feynman_II_15_5	0.001	Feynman	0	1	0.032983653162079	0.001087330018318
MRGP_0.01_Feynman	MRGP_0.01	MRGP	feynman_II_15_5	0.01	Feynman	0	1	0.034114016483667	0.001163089469781
MRGP_0.1_Feynman	MRGP_0.1	MRGP	feynman_II_15_5	0.1	Feynman	0	0	1.07799800676833	0.771070583753286
MRGP_0_Feynman	MRGP_0	MRGP	feynman_II_21_32	0	Feynman	0	1	0.00103424225128	1.07E-06
