label	label2	algorithm	dataset	target_noise	data_group	symbolic_solution_rate_(%)	accuracy_solution	rmse_test	log_mse_test
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_10_19	0.01	Feynman	0	0	1.52889626583129	1.20522915229208
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_10_19	0.1	Feynman	0	0	1.66130317653647	1.3243998732756
DSR_0_Feynman	DSR_0	DSR	feynman_III_12_43	0	Feynman	0	0	0.152196133361351	0.022899457565639
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_12_43	0.001	Feynman	0	0	0.155325967852255	0.023839718530092
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_12_43	0.01	Feynman	0	0	0.149234019323148	0.022026420015009
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_12_43	0.1	Feynman	0	0	0.156307060902567	0.024138212390683
DSR_0_Feynman	DSR_0	DSR	feynman_III_13_18	0	Feynman	0	0	92.3458954964154	9.05119977829791
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_13_18	0.001	Feynman	0	0	85.9802400406374	8.90837026699403
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_13_18	0.01	Feynman	0	0	98.2482191252979	9.1750978417242
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_13_18	0.1	Feynman	0	0	94.999638035341	9.10785696090808
DSR_0_Feynman	DSR_0	DSR	feynman_III_14_14	0	Feynman	0	0	3.15246643452668	2.39224704434736
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_14_14	0.001	Feynman	0	0	3.14464819719578	2.38773586617838
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_14_14	0.01	Feynman	0	0	3.12993599076743	2.37922194328056
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_14_14	0.1	Feynman	0	0	3.14111767219616	2.38569572643619
DSR_0_Feynman	DSR_0	DSR	feynman_III_15_12	0	Feynman	0	0	3.2021167079349	2.42068375983241
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_15_12	0.001	Feynman	0	0	2.77543875127829	2.16367471807356
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_15_12	0.01	Feynman	0	0	2.78055330370296	2.16693450500135
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_15_12	0.1	Feynman	0	0	2.46474971099888	1.9565661909305
DSR_0_Feynman	DSR_0	DSR	feynman_III_15_14	0	Feynman	0	0	0.004663534910216	2.17E-05
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_15_14	0.001	Feynman	0	0	0.00450329162217	2.03E-05
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_15_14	0.01	Feynman	0	0	0.004128337345426	1.70E-05
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_15_14	0.1	Feynman	0	0	0.004748151739882	2.25E-05
DSR_0_Feynman	DSR_0	DSR	feynman_III_15_27	0	Feynman	0	0	1.16788788021161	0.860339067581662
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_15_27	0.001	Feynman	0	0	0.943228088617569	0.636407093586427
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_15_27	0.01	Feynman	0	0	1.10748442979802	0.800440619926801
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_15_27	0.1	Feynman	0	0	0.997226310742905	0.690373494866752
DSR_0_Feynman	DSR_0	DSR	feynman_III_17_37	0	Feynman	87.5	1	3.23E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_17_37	0.001	Feynman	100	1	3.23E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_17_37	0.01	Feynman	90	1	3.24E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_17_37	0.1	Feynman	80	1	3.23E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_III_19_51	0	Feynman	0	0	1.63027808797173	1.29686369021207
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_19_51	0.001	Feynman	0	0	1.52731718881929	1.20378212472659
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_19_51	0.01	Feynman	0	0	1.54126879344817	1.21654627401462
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_19_51	0.1	Feynman	0	0	1.54126879344817	1.21654627401462
DSR_0_Feynman	DSR_0	DSR	feynman_III_21_20	0	Feynman	37.5	0	0.704925681269659	0.403409808167847
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_21_20	0.001	Feynman	70	1	4.10E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_21_20	0.01	Feynman	90	1	4.09E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_21_20	0.1	Feynman	80	1	4.09E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_III_4_32	0	Feynman	0	0	1.51192879482147	1.18964931536564
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_4_32	0.001	Feynman	0	0	1.85881861198286	1.49407344194679
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_4_32	0.01	Feynman	0	0	1.58567740440758	1.25686108284167
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_4_32	0.1	Feynman	0	0	1.5726970194279	1.24512700715511
DSR_0_Feynman	DSR_0	DSR	feynman_III_4_33	0	Feynman	0	0	0.375590984372106	0.131965180853848
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_4_33	0.001	Feynman	0	0	0.375920638835401	0.132182268830757
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_4_33	0.01	Feynman	0	0	0.377498281534358	0.133223178622685
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_4_33	0.1	Feynman	0	0	0.369641391325248	0.128071930251647
DSR_0_Feynman	DSR_0	DSR	feynman_III_7_38	0	Feynman	0	0	4.28027427916327	2.96117953946712
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_7_38	0.001	Feynman	0	0	4.14828187140376	2.90187437533202
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_7_38	0.01	Feynman	0	0	4.0004632457412	2.83343133091454
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_7_38	0.1	Feynman	0	0	4.5743902645183	3.08762964964118
DSR_0_Feynman	DSR_0	DSR	feynman_III_8_54	0	Feynman	0	0	0.348517555981241	0.114635408696226
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_8_54	0.001	Feynman	0	0	0.349647495701084	0.115338602685229
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_8_54	0.01	Feynman	0	0	0.349190367616252	0.115053904150049
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_8_54	0.1	Feynman	0	0	0.349171754704591	0.115042318237865
DSR_0_Feynman	DSR_0	DSR	feynman_III_9_52	0	Feynman	0	0	11.8566646725846	4.9528684398395
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_III_9_52	0.001	Feynman	0	0	11.8811378325079	4.95696328646173
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_III_9_52	0.01	Feynman	0	0	11.8999380968579	4.96010330078619
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_III_9_52	0.1	Feynman	0	0	11.9041924843607	4.96081318859144
DSR_0_Feynman	DSR_0	DSR	feynman_II_10_9	0	Feynman	87.5	1	9.23E-17	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_10_9	0.001	Feynman	100	1	9.17E-17	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_10_9	0.01	Feynman	100	1	9.17E-17	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_10_9	0.1	Feynman	100	1	9.11E-17	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_11_20	0	Feynman	0	0	0.437193714519906	0.174909441491099
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_11_20	0.001	Feynman	0	0	0.435850243699086	0.173924260426421
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_11_20	0.01	Feynman	0	0	0.435850243699086	0.173924260426421
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_11_20	0.1	Feynman	0	0	0.435850243699086	0.173924260426421
DSR_0_Feynman	DSR_0	DSR	feynman_II_11_27	0	Feynman	0	0	0.030922166830233	0.000955723552194
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_11_27	0.001	Feynman	0	0	0.031081082213289	0.000965567361312
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_11_27	0.01	Feynman	0	0	0.03098610237664	0.000959677902315
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_11_27	0.1	Feynman	0	0	0.031148218208124	0.000969741146568
DSR_0_Feynman	DSR_0	DSR	feynman_II_11_28	0	Feynman	0	0	0.015043121827161	0.000226269913339
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_11_28	0.001	Feynman	0	0	0.015043121827161	0.000226269913339
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_11_28	0.01	Feynman	0	0	0.015043121827161	0.000226269913339
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_11_28	0.1	Feynman	0	0	0.015043121827161	0.000226269913339
DSR_0_Feynman	DSR_0	DSR	feynman_II_11_3	0	Feynman	0	0	0.038829600021548	0.001506602342349
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_11_3	0.001	Feynman	0	0	0.043068457838867	0.001853173872714
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_11_3	0.01	Feynman	0	0	0.037266167070482	0.001387803762843
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_11_3	0.1	Feynman	0	0	0.033700245450814	0.001135062116642
DSR_0_Feynman	DSR_0	DSR	feynman_II_13_17	0	Feynman	25	0	0.002351103649904	5.53E-06
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_13_17	0.001	Feynman	20	0	0.002356919529171	5.56E-06
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_13_17	0.01	Feynman	0	0	0.002365997208573	5.60E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_13_17	0.1	Feynman	20	0	0.00351943635421	1.24E-05
DSR_0_Feynman	DSR_0	DSR	feynman_II_13_23	0	Feynman	0	0	0.09899827502872	0.009752943510858
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_13_23	0.001	Feynman	0	0	0.084981498784589	0.007195902416152
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_13_23	0.01	Feynman	0	0	0.085310522391334	0.007251529224038
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_13_23	0.1	Feynman	0	0	0.083859718184623	0.007007839963932
DSR_0_Feynman	DSR_0	DSR	feynman_II_13_34	0	Feynman	0	0	0.205646660304542	0.041420742173734
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_13_34	0.001	Feynman	0	0	0.204963348114306	0.041151515329727
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_13_34	0.01	Feynman	0	0	0.195279612523676	0.037424993223857
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_13_34	0.1	Feynman	0	0	0.193683932517398	0.036826952041289
DSR_0_Feynman	DSR_0	DSR	feynman_II_15_4	0	Feynman	87.5	1	3.33E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_15_4	0.001	Feynman	100	1	3.34E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_15_4	0.01	Feynman	100	1	3.34E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_15_4	0.1	Feynman	100	1	3.31E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_15_5	0	Feynman	87.5	1	3.37E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_15_5	0.001	Feynman	100	1	3.35E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_15_5	0.01	Feynman	100	1	3.37E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_15_5	0.1	Feynman	100	1	3.35E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_21_32	0	Feynman	0	0	0.009277815307192	8.61E-05
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_21_32	0.001	Feynman	0	0	0.008896027687634	7.91E-05
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_21_32	0.01	Feynman	0	0	0.00899802682495	8.10E-05
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_21_32	0.1	Feynman	0	0	0.008894730380879	7.91E-05
DSR_0_Feynman	DSR_0	DSR	feynman_II_24_17	0	Feynman	0	0	0.094723596609168	0.008932545515619
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_24_17	0.001	Feynman	0	0	0.094205203044696	0.008835472283384
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_24_17	0.01	Feynman	0	0	0.094620119822736	0.008913126880939
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_24_17	0.1	Feynman	0	0	0.077970299163349	0.006060962752068
DSR_0_Feynman	DSR_0	DSR	feynman_II_27_16	0	Feynman	87.5	1	4.17E-14	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_27_16	0.001	Feynman	100	1	4.18E-14	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_27_16	0.01	Feynman	100	1	4.18E-14	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_27_16	0.1	Feynman	70	1	4.20E-14	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_27_18	0	Feynman	87.5	1	1.13E-14	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_27_18	0.001	Feynman	70	1	1.14E-14	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_27_18	0.01	Feynman	70	1	1.15E-14	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_27_18	0.1	Feynman	0	1	0.070485498634385	0.004955904709842
DSR_0_Feynman	DSR_0	DSR	feynman_II_2_42	0	Feynman	62.5	1	3.00E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_2_42	0.001	Feynman	90	1	3.00E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_2_42	0.01	Feynman	90	1	2.99E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_2_42	0.1	Feynman	70	1	3.02E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_34_11	0	Feynman	25	0	0.465335099649414	0.196008096484752
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_34_11	0.001	Feynman	40	0	0.428867767266141	0.168837353677893
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_34_11	0.01	Feynman	40	0.5	0.154478190778145	0.023583228110505
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_34_11	0.1	Feynman	30	0.5	0.176973628132411	0.030839210377182
DSR_0_Feynman	DSR_0	DSR	feynman_II_34_2	0	Feynman	75	1	4.03E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_34_2	0.001	Feynman	80	1	4.03E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_34_2	0.01	Feynman	90	1	4.01E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_34_2	0.1	Feynman	90	1	3.99E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_34_29a	0	Feynman	0	0	0.038042956779693	0.00144622027967
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_34_29a	0.001	Feynman	0	0	0.037161051090903	0.001379991092319
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_34_29a	0.01	Feynman	0	0	0.040071314701566	0.001604422487533
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_34_29a	0.1	Feynman	0	0	0.038803128633472	0.001504550387962
DSR_0_Feynman	DSR_0	DSR	feynman_II_34_29b	0	Feynman	0	0	46.4902258815214	7.67894675750051
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_34_29b	0.001	Feynman	0	0	46.2276968959223	7.66762607301682
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_34_29b	0.01	Feynman	0	0	38.6236555428364	7.30839996583332
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_34_29b	0.1	Feynman	0	0	39.1585942480993	7.33589177365517
DSR_0_Feynman	DSR_0	DSR	feynman_II_34_2a	0	Feynman	12.5	0	0.086236312543407	0.007409185670036
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_34_2a	0.001	Feynman	20	0	0.076754678633598	0.005873994954911
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_34_2a	0.01	Feynman	10	0	0.084037162038784	0.007037423746239
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_34_2a	0.1	Feynman	20	0	0.083716233847603	0.006983963065648
DSR_0_Feynman	DSR_0	DSR	feynman_II_35_18	0	Feynman	0	0	0.171387631093837	0.028950578565347
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_35_18	0.001	Feynman	0	0	0.169849839544833	0.02844067056272
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_35_18	0.01	Feynman	0	0	0.169907399694083	0.028459678495025
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_35_18	0.1	Feynman	0	0	0.170136486202602	0.028535389351981
DSR_0_Feynman	DSR_0	DSR	feynman_II_35_21	0	Feynman	0	0	1.78689981829853	1.433419082217
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_35_21	0.001	Feynman	0	0	1.78725620237456	1.43372282071565
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_35_21	0.01	Feynman	0	0	1.77637892160445	1.42443806978136
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_35_21	0.1	Feynman	0	0	1.78620437528325	1.43282627981918
DSR_0_Feynman	DSR_0	DSR	feynman_II_36_38	0	Feynman	0	0	0.613203442981159	0.319194156924007
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_36_38	0.001	Feynman	0	0	0.614752457118148	0.320575539241873
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_36_38	0.01	Feynman	0	0	0.618062078563669	0.323532255706005
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_36_38	0.1	Feynman	0	0	0.613567921609639	0.319519050321471
DSR_0_Feynman	DSR_0	DSR	feynman_II_37_1	0	Feynman	87.5	1	1.02E-14	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_37_1	0.001	Feynman	100	1	1.02E-14	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_37_1	0.01	Feynman	100	1	1.02E-14	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_37_1	0.1	Feynman	80	1	1.02E-14	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_38_14	0	Feynman	87.5	1	7.96E-17	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_38_14	0.001	Feynman	100	1	7.87E-17	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_38_14	0.01	Feynman	100	1	7.87E-17	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_38_14	0.1	Feynman	80	1	8.06E-17	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_38_3	0	Feynman	87.5	1	4.02E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_38_3	0.001	Feynman	100	1	4.01E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_38_3	0.01	Feynman	100	1	4.01E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_38_3	0.1	Feynman	100	1	4.01E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_II_3_24	0	Feynman	12.5	1	0.001386293135699	1.92E-06
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_3_24	0.001	Feynman	10	1	0.001005443851858	1.01E-06
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_3_24	0.01	Feynman	10	1	0.001029523178828	1.06E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_3_24	0.1	Feynman	0	1	0.001363884616174	1.86E-06
DSR_0_Feynman	DSR_0	DSR	feynman_II_4_23	0	Feynman	25	0	0.002455318770543	6.03E-06
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_4_23	0.001	Feynman	10	0	0.002403871723029	5.78E-06
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_4_23	0.01	Feynman	10	0	0.002267123728483	5.14E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_4_23	0.1	Feynman	10	0	0.002489171633742	6.20E-06
DSR_0_Feynman	DSR_0	DSR	feynman_II_6_11	0	Feynman	0	0	0.008167820531571	6.67E-05
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_6_11	0.001	Feynman	0	0	0.008157861342526	6.65E-05
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_6_11	0.01	Feynman	0	0	0.008130791398764	6.61E-05
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_6_11	0.1	Feynman	0	0	0.008165659666282	6.67E-05
DSR_0_Feynman	DSR_0	DSR	feynman_II_6_15a	0	Feynman	0	0	0.102016987891323	0.010353680999944
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_6_15a	0.001	Feynman	0	0	0.095307832739286	0.0090425753851
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_6_15a	0.01	Feynman	0	0	0.095013380408283	0.008987037784461
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_6_15a	0.1	Feynman	0	0	0.093470574601326	0.008698803778487
DSR_0_Feynman	DSR_0	DSR	feynman_II_6_15b	0	Feynman	0	0	0.017237367784223	0.000297082714689
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_6_15b	0.001	Feynman	0	0	0.016705663600027	0.000279040260962
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_6_15b	0.01	Feynman	0	0	0.017062592124707	0.000291089679302
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_6_15b	0.1	Feynman	0	0	0.015746487172293	0.000247921123286
DSR_0_Feynman	DSR_0	DSR	feynman_II_8_31	0	Feynman	0	0	1.26708183631757	0.957623205969089
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_8_31	0.001	Feynman	10	0	0.928768396487501	0.621979124169435
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_8_31	0.01	Feynman	10	0	0.997795552542481	0.690942734890832
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_8_31	0.1	Feynman	0	0	1.22529317192239	0.916827930421036
DSR_0_Feynman	DSR_0	DSR	feynman_II_8_7	0	Feynman	0	0	0.017600952451258	0.000309745551085
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_II_8_7	0.001	Feynman	0	0	0.017223985515124	0.000296621680464
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_II_8_7	0.01	Feynman	0	0	0.020018734404553	0.000400669448435
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_II_8_7	0.1	Feynman	0	0	0.018780516272595	0.000352645604694
DSR_0_Feynman	DSR_0	DSR	feynman_I_10_7	0	Feynman	0	0	0.080861567288628	0.006517309192085
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_10_7	0.001	Feynman	0	0	0.087730789316882	0.007667222974589
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_10_7	0.01	Feynman	0	0	0.090411502291261	0.008141011602577
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_10_7	0.1	Feynman	0	0	0.073237300978595	0.005349368834313
DSR_0_Feynman	DSR_0	DSR	feynman_I_11_19	0	Feynman	0	0	3.51305629734572	2.59088431609321
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_11_19	0.001	Feynman	0	0	2.99839628492089	2.30162265814491
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_11_19	0.01	Feynman	0	0	3.47466368331264	2.57057104245594
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_11_19	0.1	Feynman	0	0	3.75683043881438	2.7156065760551
DSR_0_Feynman	DSR_0	DSR	feynman_I_12_1	0	Feynman	87.5	1	2.23E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_12_1	0.001	Feynman	0	1	6.09E-05	3.71E-09
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_12_1	0.01	Feynman	0	1	0.001719093413999	2.96E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_12_1	0.1	Feynman	0	1	0.032273531339438	0.001041038756183
DSR_0_Feynman	DSR_0	DSR	feynman_I_12_11	0	Feynman	87.5	1	9.91E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_12_11	0.001	Feynman	100	1	9.83E-15	0
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_12_11	0.01	Feynman	100	1	9.87E-15	0
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_12_11	0.1	Feynman	100	1	9.91E-15	0
DSR_0_Feynman	DSR_0	DSR	feynman_I_12_2	0	Feynman	0	0	0.022009763512551	0.000484312391697
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_12_2	0.001	Feynman	0	0	0.021308602257907	0.000453953477713
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_12_2	0.01	Feynman	0	0	0.020928358967518	0.000437900316733
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_12_2	0.1	Feynman	0	0	0.019088399021846	0.000364300611691
DSR_0_Feynman	DSR_0	DSR	feynman_I_12_4	0	Feynman	25	0	0.001590781145112	2.53E-06
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_12_4	0.001	Feynman	20	0	0.001569552180312	2.46E-06
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_12_4	0.01	Feynman	10	0	0.001568282656171	2.46E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_12_4	0.1	Feynman	10	0	0.001577272951981	2.49E-06
DSR_0_Feynman	DSR_0	DSR	feynman_I_12_5	0	Feynman	87.5	1	2.23E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_12_5	0.001	Feynman	0	1	0.000116162251948	1.35E-08
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_12_5	0.01	Feynman	0	1	0.001493022550143	2.23E-06
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_12_5	0.1	Feynman	0	1	0.020685681472655	0.000427805895995
DSR_0_Feynman	DSR_0	DSR	feynman_I_13_12	0	Feynman	0	0	4.38763131249339	3.00821941044618
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_13_12	0.001	Feynman	0	0	4.30390326719943	2.97162313654589
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_13_12	0.01	Feynman	0	0	4.49711719972415	3.0551355902599
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_13_12	0.1	Feynman	0	0	4.25584852892054	2.9503293181191
DSR_0_Feynman	DSR_0	DSR	feynman_I_13_4	0	Feynman	0	0	6.21717276599524	3.68017258919284
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_13_4	0.001	Feynman	0	0	6.19435714583036	3.67300564039007
DSR_0.01_Feynman	DSR_0.01	DSR	feynman_I_13_4	0.01	Feynman	0	0	5.94781859910137	3.59392422872078
DSR_0.1_Feynman	DSR_0.1	DSR	feynman_I_13_4	0.1	Feynman	0	0	6.18772781873113	3.67091850663074
DSR_0_Feynman	DSR_0	DSR	feynman_I_14_3	0	Feynman	87.5	1	7.75E-15	0
DSR_0.001_Feynman	DSR_0.001	DSR	feynman_I_14_3	0.001	Feynman	100	1	7.74E-15	0
