algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
AFP,feynman_II_34_29b,0.0,Feynman,800.0,0.0,28.92066887931563,6.730307930025879
AFP,feynman_II_34_29b,0.001,Feynman,1000.0,0.0,29.079061376368916,6.741218654676737
AFP,feynman_II_34_29b,0.01,Feynman,1000.0,0.0,18.918655797726196,5.8830870883640305
AFP,feynman_II_34_29b,0.1,Feynman,1000.0,0.0,37.045826978148185,7.2250398152185635
AFP,feynman_II_34_2a,0.0,Feynman,800.0,1.0,0.00019169401482018445,3.674659464700073e-08
AFP,feynman_II_34_2a,0.001,Feynman,1000.0,1.0,0.0005023118656493192,2.523171786265039e-07
AFP,feynman_II_34_2a,0.01,Feynman,1000.0,1.0,0.00022460992718718645,5.044961809836938e-08
AFP,feynman_II_34_2a,0.1,Feynman,1000.0,1.0,0.0014984341183583837,2.2453022862762077e-06
AFP,feynman_II_35_18,0.0,Feynman,800.0,0.0,0.07145839237042638,0.00509330889276171
AFP,feynman_II_35_18,0.001,Feynman,1000.0,0.0,0.06990337553604672,0.004874581809276135
AFP,feynman_II_35_18,0.01,Feynman,1000.0,0.0,0.07745263720137167,0.005980989181382423
AFP,feynman_II_35_18,0.1,Feynman,1000.0,0.0,0.07878892632677877,0.006188506543082927
AFP,feynman_II_35_21,0.0,Feynman,800.0,0.0,0.837326122314221,0.531283939057553
AFP,feynman_II_35_21,0.001,Feynman,1000.0,0.0,0.8886887826647165,0.58208586419124
AFP,feynman_II_35_21,0.01,Feynman,1000.0,0.0,0.962598187472551,0.6557543365088497
AFP,feynman_II_35_21,0.1,Feynman,1000.0,0.0,0.981712226950129,0.6748604409623492
AFP,feynman_II_36_38,0.0,Feynman,800.0,0.0,0.32013994032900384,0.0975708783113176
AFP,feynman_II_36_38,0.001,Feynman,1000.0,0.0,0.304200956232037,0.08850363297973211
AFP,feynman_II_36_38,0.01,Feynman,1000.0,0.0,0.365287401557203,0.1252527440012535
AFP,feynman_II_36_38,0.1,Feynman,1000.0,0.0,0.32527461453077894,0.10057228774170666
AFP,feynman_II_37_1,0.0,Feynman,800.0,1.0,1.0178076909336262e-14,0.0
AFP,feynman_II_37_1,0.001,Feynman,1000.0,1.0,0.000810352590834393,6.566711059331619e-07
AFP,feynman_II_37_1,0.01,Feynman,1000.0,1.0,0.00517862807245726,2.681782911166898e-05
AFP,feynman_II_37_1,0.1,Feynman,1000.0,1.0,0.07887766388136246,0.0062024110783558935
AFP,feynman_II_38_14,0.0,Feynman,800.0,1.0,0.001814386656528818,3.2919935208309213e-06
AFP,feynman_II_38_14,0.001,Feynman,1000.0,1.0,0.0008969379225925553,8.04497313344511e-07
AFP,feynman_II_38_14,0.01,Feynman,1000.0,1.0,0.00011761513048101493,1.3833318839105765e-08
AFP,feynman_II_38_14,0.1,Feynman,1000.0,1.0,0.002974187420679955,8.84575168961748e-06
AFP,feynman_II_38_3,0.0,Feynman,800.0,1.0,6.30511747879161e-10,0.0
AFP,feynman_II_38_3,0.001,Feynman,1000.0,1.0,4.012880466070896e-15,0.0
AFP,feynman_II_38_3,0.01,Feynman,1000.0,1.0,0.00274835333997946,7.553417554146306e-06
AFP,feynman_II_38_3,0.1,Feynman,1000.0,1.0,4.066703604508344e-15,0.0
AFP,feynman_II_3_24,0.0,Feynman,800.0,1.0,0.0005047777611400209,2.5480055572250315e-07
AFP,feynman_II_3_24,0.001,Feynman,1000.0,1.0,0.00044670855648289306,1.9954851445329703e-07
AFP,feynman_II_3_24,0.01,Feynman,1000.0,1.0,0.0005421196843264339,2.938937090366794e-07
AFP,feynman_II_3_24,0.1,Feynman,1000.0,1.0,0.00013338530391402567,1.7791639114685914e-08
AFP,feynman_II_4_23,0.0,Feynman,800.0,1.0,0.0007111411996534208,5.057216778885727e-07
AFP,feynman_II_4_23,0.001,Feynman,1000.0,1.0,0.0005475794984575901,2.9984326211922745e-07
AFP,feynman_II_4_23,0.01,Feynman,1000.0,1.0,0.00049150867703433,2.4158075042238043e-07
AFP,feynman_II_4_23,0.1,Feynman,1000.0,1.0,7.153843905975549e-05,5.117748212107271e-09
AFP,feynman_II_6_11,0.0,Feynman,800.0,0.0,0.0039304934424175654,1.5448659369813397e-05
AFP,feynman_II_6_11,0.001,Feynman,1000.0,0.0,0.0020844865475817564,4.3450747272835515e-06
AFP,feynman_II_6_11,0.01,Feynman,1000.0,0.0,0.002218237351564693,4.920564841898677e-06
AFP,feynman_II_6_11,0.1,Feynman,1000.0,0.0,0.0035504758151359977,1.2605799060508303e-05
AFP,feynman_II_6_15a,0.0,Feynman,800.0,0.0,0.06687817201357858,0.004462717140070344
AFP,feynman_II_6_15a,0.001,Feynman,1000.0,0.0,0.05189329657355624,0.002689294832109318
AFP,feynman_II_6_15a,0.01,Feynman,1000.0,0.0,0.07925622546479331,0.006261902575827949
AFP,feynman_II_6_15a,0.1,Feynman,1000.0,0.0,0.05608794220074806,0.0031409194045127205
AFP,feynman_II_6_15b,0.0,Feynman,800.0,0.0,0.004649712100296695,2.1619588910729502e-05
AFP,feynman_II_6_15b,0.001,Feynman,1000.0,0.0,0.003927021175854521,1.542137640560093e-05
AFP,feynman_II_6_15b,0.01,Feynman,1000.0,0.0,0.005512663731966572,3.0388999671425813e-05
AFP,feynman_II_6_15b,0.1,Feynman,1000.0,0.0,0.0048978121414825935,2.3988276052174986e-05
AFP,feynman_II_8_31,0.0,Feynman,800.0,1.0,0.0007583539558773694,5.751005570071847e-07
AFP,feynman_II_8_31,0.001,Feynman,1000.0,1.0,0.0003074100344049485,9.450092483886297e-08
AFP,feynman_II_8_31,0.01,Feynman,1000.0,1.0,0.0018696290613321902,3.495506717676859e-06
AFP,feynman_II_8_31,0.1,Feynman,1000.0,1.0,0.031227286295500957,0.0009746682659103723
AFP,feynman_II_8_7,0.0,Feynman,800.0,1.0,0.0008674727239515744,7.525086435921467e-07
AFP,feynman_II_8_7,0.001,Feynman,1000.0,1.0,0.0015118549233994495,2.2857026972478553e-06
AFP,feynman_II_8_7,0.01,Feynman,1000.0,1.0,2.403069976529652e-05,5.774745124862595e-10
AFP,feynman_II_8_7,0.1,Feynman,1000.0,1.0,0.00024366763900463443,5.937391646378201e-08
AFP,feynman_I_10_7,0.0,Feynman,800.0,1.0,0.0135004101068707,0.00018224446552227828
AFP,feynman_I_10_7,0.001,Feynman,1000.0,1.0,0.018637123538278993,0.0003472820643836023
AFP,feynman_I_10_7,0.01,Feynman,1000.0,1.0,0.010824778464189016,0.00011716896424758382
AFP,feynman_I_10_7,0.1,Feynman,1000.0,1.0,0.028662930868517105,0.0008212263073229656
AFP,feynman_I_11_19,0.0,Feynman,800.0,0.0,1.390984199213736,1.0766519295792876
